Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
32000	-0.41	1.7210171411116155	-0.25	854	0.9712	0.0001	0.004522214200761583
33000	-0.61	1.8215103623092568	-0.25	881	0.9703	0.0001	0.004622195826636421
34000	-0.62	1.748027459738548	-0.25	910	0.9694	0.0001	0.004718114733695984
35000	-0.65	1.8020821290940099	-0.25	938	0.9685	0.0001	0.004825063082906935
36000	-0.46	1.54544491975612	-0.25	966	0.9676	0.0001	0.004925067954593234
37000	-0.29	1.336375695678427	-0.23	991	0.9667	0.0001	0.005033305088678996
38000	-0.66	2.2415173432298046	-0.23	1017	0.9658	0.0001	0.005208418038156298
39000	-0.73	2.4325089927891326	-0.23	1041	0.9649	0.0001	0.005316628879970974
40000	-0.91	2.4983794747796018	-0.23	1066	0.964	0.0001	0.0054222213559680515
41000	-0.98	2.513881461008056	-0.23	1095	0.9631	0.0001	0.005529221097628275
42000	-0.82	2.418181134654722	-0.23	1119	0.9621999999999999	0.0001	0.0056305083301332265
43000	-0.7	2.215851980616034	-0.23	1140	0.9613	0.0001	0.005736159086227417
44000	-0.63	2.26563456894531	-0.23	1166	0.9604	0.0001	0.005838986039161682
45000	-0.71	2.3121202390879243	-0.23	1193	0.9595	0.0001	0.005934767921765645
46000	-0.92	2.4069898213328615	-0.23	1218	0.9586	0.0001	0.006030625700950623
47000	-0.84	1.9632625906892842	-0.23	1245	0.9577	0.0001	0.006144403682814704
48000	-0.74	1.8687964041061293	-0.23	1271	0.9568	0.0001	0.006255609194437663
49000	-0.59	1.732599203508994	-0.23	1295	0.9559	0.0001	0.006366651720470852
50000	-0.74	1.8199999999999998	-0.23	1321	0.955	0.0001	0.006499318877855937
51000	-0.73	1.8913222887704781	-0.23	1346	0.9541	0.0001	0.008200064036581252
52000	-0.58	1.668412419037931	-0.23	1376	0.9532	0.0001	0.00961387210422092
53000	-0.68	2.139532659250613	-0.23	1404	0.9523	0.0001	0.011043108238114252
54000	-0.75	2.19260119492807	-0.23	1432	0.9514	0.0001	0.012450011637475755
55000	-0.65	2.2197972880423116	-0.23	1459	0.9505	0.0001	0.013880671196513705
56000	-0.75	2.15580611373101	-0.23	1487	0.9496	0.0001	0.015313903755611844
57000	-0.34	1.7275416058665563	-0.23	1512	0.9487	0.0001	0.016730620265007018
58000	-0.58	1.9554027718094298	-0.23	1542	0.9478	0.0001	0.01815621495246887
59000	-0.79	2.2058785098005735	-0.23	1567	0.9469	0.0001	0.01959447728263007
60000	-0.67	1.9852203907878843	-0.23	1593	0.946	0.0001	0.021019474069277445
61000	-0.78	2.095614468360056	-0.23	1615	0.9451	0.0001	0.02252066287729475
62000	-0.75	2.113646138784825	-0.23	1645	0.9442	0.0001	0.02398340834511651
63000	-0.76	2.2321290285285933	-0.23	1669	0.9433	0.0001	0.02543330040242937
64000	-1.0	2.3832750575625967	-0.23	1693	0.9424	0.0001	0.02686940954791175
65000	-1.05	2.246664193866097	-0.23	1721	0.9415	0.0001	0.02831117418077257
66000	-0.93	2.205697168697462	-0.23	1748	0.9406	0.0001	0.029777830640474956
