Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
32220	-0.49	1.8411681074795967	-0.33	850	0.971002	0.0001	0.0063386957512961495
32230	-0.49	1.8411681074795967	-0.33	850	0.970993	0.0001	0.0063386957512961495
32240	-0.45	1.8076227482525218	-0.33	851	0.970984	0.0001	0.0063386957512961495
32250	-0.45	1.8076227482525218	-0.33	851	0.970975	0.0001	0.006341442267100017
32260	-0.45	1.8076227482525218	-0.33	851	0.970966	0.0001	0.006341442267100017
32270	-0.45	1.8076227482525218	-0.33	852	0.970957	0.0001	0.006344275805685255
32280	-0.45	1.8076227482525218	-0.33	852	0.970948	0.0001	0.006344275805685255
32290	-0.45	1.8076227482525218	-0.33	852	0.970939	0.0001	0.006346982320149739
32300	-0.44	1.8128430709799457	-0.33	853	0.97093	0.0001	0.006346982320149739
32310	-0.44	1.8128430709799457	-0.33	853	0.970921	0.0001	0.0063498940070470175
32320	-0.44	1.8128430709799457	-0.33	853	0.970912	0.0001	0.0063498940070470175
32330	-0.44	1.8128430709799457	-0.33	853	0.970903	0.0001	0.006352541049321493
32340	-0.4	1.7776388834631178	-0.33	854	0.970894	0.0001	0.0063553058438830905
32350	-0.4	1.7776388834631178	-0.33	854	0.970885	0.0001	0.0063553058438830905
32360	-0.4	1.7776388834631178	-0.33	854	0.970876	0.0001	0.006358360184563531
32370	-0.4	1.7776388834631178	-0.33	855	0.970867	0.0001	0.006358360184563531
32380	-0.4	1.7776388834631178	-0.33	855	0.970858	0.0001	0.006360935237672594
32390	-0.4	1.7776388834631178	-0.33	855	0.970849	0.0001	0.006360935237672594
32400	-0.4	1.7776388834631178	-0.33	855	0.97084	0.0001	0.0063637326823340525
32410	-0.36	1.7408044117591155	-0.33	856	0.970831	0.0001	0.0063637326823340525
32420	-0.36	1.7408044117591155	-0.33	856	0.970822	0.0001	0.006366492046250238
32430	-0.36	1.7408044117591155	-0.33	856	0.970813	0.0001	0.006366492046250238
32440	-0.36	1.7408044117591155	-0.33	857	0.970804	0.0001	0.006369270748562283
32450	-0.36	1.7408044117591155	-0.33	857	0.970795	0.0001	0.006369270748562283
32460	-0.36	1.7408044117591155	-0.33	857	0.970786	0.0001	0.006372015012635125
32470	-0.32	1.7022338264762569	-0.32	858	0.970777	0.0001	0.006372015012635125
32480	-0.32	1.7022338264762569	-0.32	858	0.970768	0.0001	0.006374827027320862
32490	-0.32	1.7022338264762569	-0.32	858	0.970759	0.0001	0.006374827027320862
32500	-0.32	1.7022338264762569	-0.32	858	0.97075	0.0001	0.006377624008390638
32510	-0.32	1.7022338264762569	-0.32	859	0.970741	0.0001	0.006377624008390638
32520	-0.32	1.7022338264762569	-0.32	859	0.970732	0.0001	0.006377624008390638
32530	-0.32	1.7022338264762569	-0.32	859	0.970723	0.0001	0.006380399266878764
32540	-0.31	1.707014938423211	-0.31	860	0.970714	0.0001	0.006383095582326253
32550	-0.31	1.707014938423211	-0.31	860	0.970705	0.0001	0.006383095582326253
32560	-0.31	1.707014938423211	-0.31	860	0.970696	0.0001	0.006383095582326253
32570	-0.31	1.7070149384232112	-0.31	861	0.970687	0.0001	0.006386221514807807
32580	-0.31	1.7070149384232112	-0.31	861	0.970678	0.0001	0.006388753652572632
32590	-0.31	1.707014938423211	-0.31	862	0.970669	0.0001	0.006388753652572632
32600	-0.31	1.707014938423211	-0.31	862	0.97066	0.0001	0.006391437384817335
32610	-0.31	1.707014938423211	-0.31	862	0.970651	0.0001	0.006394232047928704
32620	-0.31	1.707014938423211	-0.31	862	0.970642	0.0001	0.006397051811218262
32630	-0.31	1.707014938423211	-0.31	862	0.970633	0.0001	0.006397051811218262
32640	-0.31	1.707014938423211	-0.31	862	0.970624	0.0001	0.006399820778104994
32650	-0.31	1.707014938423211	-0.31	862	0.970615	0.0001	0.006399820778104994
32660	-0.27	1.6664633209284867	-0.27	863	0.970606	0.0001	0.006404014958275689
32670	-0.27	1.6664633209284867	-0.27	863	0.970597	0.0001	0.006405419641070896
32680	-0.28	1.661806246227279	-0.27	864	0.970588	0.0001	0.006405419641070896
32690	-0.28	1.661806246227279	-0.27	864	0.970579	0.0001	0.00640814569261339
32700	-0.28	1.661806246227279	-0.27	864	0.97057	0.0001	0.00640814569261339
32710	-0.27	1.6664633209284867	-0.27	865	0.970561	0.0001	0.006410924593607584
32720	-0.27	1.6664633209284867	-0.27	865	0.970552	0.0001	0.006410924593607584
32730	-0.27	1.6664633209284867	-0.27	865	0.970543	0.0001	0.006413968602816264
32740	-0.27	1.6664633209284867	-0.27	865	0.970534	0.0001	0.006413968602816264
32750	-0.27	1.6664633209284867	-0.27	865	0.970525	0.0001	0.006416495972209507
32760	-0.27	1.6664633209284867	-0.27	866	0.970516	0.0001	0.006416495972209507
32770	-0.27	1.6664633209284867	-0.27	866	0.970507	0.0001	0.006419274608294169
32780	-0.27	1.6664633209284867	-0.27	866	0.970498	0.0001	0.006419274608294169
32790	-0.27	1.6664633209284867	-0.27	866	0.970489	0.0001	0.006422083510292901
32800	-0.26	1.6710475756243448	-0.26	867	0.97048	0.0001	0.006422083510292901
32810	-0.26	1.6710475756243448	-0.26	867	0.970471	0.0001	0.006424794991811117
32820	-0.26	1.6710475756243448	-0.26	868	0.970462	0.0001	0.006427617470423381
32830	-0.26	1.6710475756243448	-0.26	868	0.970453	0.0001	0.006427617470423381
32840	-0.26	1.6710475756243448	-0.26	868	0.970444	0.0001	0.006427617470423381
32850	-0.22	1.6283734215467902	-0.22	869	0.970435	0.0001	0.006430410610304939
32860	-0.22	1.6283734215467902	-0.22	869	0.970426	0.0001	0.006430410610304939
32870	-0.22	1.6283734215467902	-0.22	869	0.970417	0.0001	0.006430410610304939
32880	-0.22	1.6283734215467902	-0.22	870	0.970408	0.0001	0.006433123482598199
32890	-0.22	1.6283734215467902	-0.22	870	0.970399	0.0001	0.006435934835010104
32900	-0.22	1.6283734215467902	-0.22	870	0.97039	0.0001	0.006435934835010104
32910	-0.21	1.6327584022138735	-0.21	871	0.970381	0.0001	0.006435934835010104
32920	-0.21	1.6327584022138735	-0.21	871	0.970372	0.0001	0.0064387196964687775
32930	-0.21	1.6327584022138735	-0.21	871	0.970363	0.0001	0.0064387196964687775
32940	-0.21	1.6327584022138735	-0.21	871	0.970354	0.0001	0.0064387196964687775
32950	-0.25	1.675559608011604	-0.21	872	0.970345	0.0001	0.00644181662135654
32960	-0.25	1.675559608011604	-0.21	872	0.970336	0.0001	0.00644181662135654
32970	-0.28	1.6975276139138356	-0.21	873	0.970327	0.0001	0.0064470532867643565
32980	-0.28	1.6975276139138356	-0.21	873	0.970318	0.0001	0.0064470532867643565
32990	-0.28	1.6975276139138356	-0.21	873	0.970309	0.0001	0.0064470532867643565
33000	-0.28	1.6975276139138356	-0.21	873	0.9703	0.0001	0.006451212896241082
33010	-0.28	1.6975276139138356	-0.21	873	0.970291	0.0001	0.006451212896241082
33020	-0.28	1.6975276139138356	-0.21	873	0.970282	0.0001	0.0064526096317503185
33030	-0.28	1.6975276139138356	-0.21	873	0.970273	0.0001	0.0064526096317503185
33040	-0.27	1.702086954300514	-0.21	874	0.970264	0.0001	0.0064526096317503185
33050	-0.27	1.702086954300514	-0.21	874	0.970255	0.0001	0.006455295483271281
33060	-0.27	1.702086954300514	-0.21	874	0.970246	0.0001	0.006458081007003784
33070	-0.27	1.702086954300514	-0.21	874	0.970237	0.0001	0.0064608546098073325
33080	-0.27	1.702086954300514	-0.21	875	0.970228	0.0001	0.0064608546098073325
33090	-0.27	1.702086954300514	-0.21	875	0.9702189999999999	0.0001	0.0064608546098073325
33100	-0.27	1.702086954300514	-0.21	875	0.97021	0.0001	0.006463705367512173
33110	-0.27	1.702086954300514	-0.21	876	0.970201	0.0001	0.006463705367512173
33120	-0.27	1.702086954300514	-0.21	876	0.970192	0.0001	0.006463705367512173
33130	-0.27	1.702086954300514	-0.21	876	0.970183	0.0001	0.006466490361425612
33140	-0.27	1.702086954300514	-0.21	876	0.970174	0.0001	0.006466490361425612
33150	-0.27	1.702086954300514	-0.21	877	0.9701649999999999	0.0001	0.00646968404452006
33160	-0.27	1.702086954300514	-0.21	877	0.970156	0.0001	0.006472048494550917
33170	-0.27	1.702086954300514	-0.21	877	0.970147	0.0001	0.006474756399790446
33180	-0.27	1.702086954300514	-0.21	877	0.970138	0.0001	0.006474756399790446
33190	-0.27	1.702086954300514	-0.21	878	0.970129	0.0001	0.006476156380441454
33200	-0.27	1.702086954300514	-0.21	878	0.97012	0.0001	0.006477557950549656
33210	-0.27	1.702086954300514	-0.21	878	0.970111	0.0001	0.006477557950549656
33220	-0.31	1.741809404039374	-0.21	879	0.970102	0.0001	0.006480281750361125
33230	-0.31	1.741809404039374	-0.21	879	0.970093	0.0001	0.006480281750361125
33240	-0.31	1.741809404039374	-0.21	879	0.970084	0.0001	0.006480281750361125
33250	-0.31	1.741809404039374	-0.21	879	0.970075	0.0001	0.006483108798662821
33260	-0.31	1.7418094040393743	-0.21	880	0.970066	0.0001	0.006483108798662821
33270	-0.31	1.7418094040393743	-0.21	880	0.970057	0.0001	0.006483108798662821
33280	-0.27	1.702086954300514	-0.21	881	0.970048	0.0001	0.006487330264515347
33290	-0.27	1.702086954300514	-0.21	881	0.970039	0.0001	0.006487330264515347
33300	-0.27	1.702086954300514	-0.21	881	0.97003	0.0001	0.006488732828034295
33310	-0.27	1.702086954300514	-0.21	881	0.970021	0.0001	0.0064901232057147555
33320	-0.27	1.702086954300514	-0.21	881	0.970012	0.0001	0.006491540670394897
33330	-0.27	1.702086954300514	-0.21	881	0.970003	0.0001	0.006491540670394897
33340	-0.27	1.7020869543005137	-0.21	882	0.969994	0.0001	0.006494174268510606
33350	-0.27	1.7020869543005137	-0.21	882	0.969985	0.0001	0.006494174268510606
33360	-0.27	1.7020869543005137	-0.21	883	0.969976	0.0001	0.006494174268510606
33370	-0.27	1.7020869543005137	-0.21	883	0.969967	0.0001	0.006497488352987501
33380	-0.27	1.7020869543005137	-0.21	883	0.969958	0.0001	0.006499863531854418
33390	-0.27	1.7020869543005137	-0.21	883	0.969949	0.0001	0.006499863531854418
33400	-0.31	1.7418094040393743	-0.21	884	0.96994	0.0001	0.006499863531854418
33410	-0.31	1.7418094040393743	-0.21	884	0.969931	0.0001	0.006499863531854418
33420	-0.31	1.7418094040393743	-0.21	885	0.969922	0.0001	0.00650253971417745
33430	-0.31	1.7418094040393743	-0.21	885	0.969913	0.0001	0.00650529682636261
33440	-0.31	1.7418094040393743	-0.21	885	0.969904	0.0001	0.00650529682636261
33450	-0.31	1.7418094040393743	-0.21	886	0.969895	0.0001	0.0065081375837326046
33460	-0.31	1.7418094040393743	-0.21	886	0.969886	0.0001	0.0065081375837326046
33470	-0.31	1.7418094040393743	-0.21	886	0.969877	0.0001	0.0065081375837326046
33480	-0.31	1.7418094040393743	-0.21	886	0.969868	0.0001	0.0065108615822262236
33490	-0.31	1.7418094040393743	-0.21	886	0.969859	0.0001	0.0065108615822262236
33500	-0.31	1.7418094040393743	-0.21	886	0.96985	0.0001	0.0065108615822262236
33510	-0.31	1.7418094040393743	-0.21	886	0.969841	0.0001	0.006516539454460144
33520	-0.31	1.7418094040393743	-0.21	886	0.969832	0.0001	0.00651779850323995
33530	-0.3	1.7233687939614086	-0.21	887	0.969823	0.0001	0.006519202391306559
33540	-0.3	1.7233687939614086	-0.21	887	0.969814	0.0001	0.006519202391306559
33550	-0.26	1.6829735589129144	-0.21	888	0.969805	0.0001	0.006522002352608575
33560	-0.26	1.6829735589129144	-0.21	888	0.969796	0.0001	0.006522002352608575
33570	-0.26	1.6829735589129144	-0.21	888	0.969787	0.0001	0.006522002352608575
33580	-0.26	1.6829735589129142	-0.21	889	0.969778	0.0001	0.006525240076912774
33590	-0.26	1.6829735589129142	-0.21	889	0.969769	0.0001	0.006525240076912774
33600	-0.27	1.6784218778364397	-0.21	890	0.96976	0.0001	0.0065276240640216405
33610	-0.27	1.6784218778364397	-0.21	890	0.969751	0.0001	0.0065276240640216405
33620	-0.27	1.6784218778364397	-0.21	890	0.969742	0.0001	0.0065276240640216405
33630	-0.27	1.6784218778364397	-0.21	890	0.969733	0.0001	0.0065303157435523135
33640	-0.28	1.6737980762326141	-0.21	891	0.969724	0.0001	0.00653309510813819
33650	-0.28	1.6737980762326141	-0.21	891	0.969715	0.0001	0.00653309510813819
33660	-0.28	1.6737980762326141	-0.21	891	0.969706	0.0001	0.00653309510813819
33670	-0.28	1.6737980762326141	-0.21	891	0.969697	0.0001	0.006535860962337918
33680	-0.28	1.6737980762326141	-0.21	891	0.969688	0.0001	0.006535860962337918
33690	-0.28	1.6737980762326141	-0.21	891	0.969679	0.0001	0.006535860962337918
33700	-0.2	1.5362291495737217	-0.2	892	0.96967	0.0001	0.006538665890693665
33710	-0.2	1.5362291495737217	-0.2	892	0.969661	0.0001	0.006538665890693665
33720	-0.21	1.531633115338004	-0.2	893	0.969652	0.0001	0.006541442804866367
33730	-0.21	1.531633115338004	-0.2	893	0.969643	0.0001	0.006541442804866367
33740	-0.21	1.531633115338004	-0.2	893	0.969634	0.0001	0.006544265217251248
33750	-0.21	1.531633115338004	-0.2	894	0.969625	0.0001	0.006544265217251248
33760	-0.21	1.531633115338004	-0.2	894	0.969616	0.0001	0.00654705802599589
33770	-0.21	1.531633115338004	-0.2	894	0.969607	0.0001	0.00654705802599589
33780	-0.21	1.531633115338004	-0.2	894	0.969598	0.0001	0.006549772289064195
33790	-0.21	1.531633115338004	-0.2	894	0.969589	0.0001	0.006549772289064195
33800	-0.21	1.531633115338004	-0.2	894	0.96958	0.0001	0.006553058491812812
33810	-0.21	1.531633115338004	-0.2	894	0.969571	0.0001	0.006553058491812812
33820	-0.21	1.531633115338004	-0.2	894	0.969562	0.0001	0.006555309229426914
33830	-0.21	1.531633115338004	-0.2	894	0.969553	0.0001	0.006555309229426914
33840	-0.21	1.531633115338004	-0.2	894	0.969544	0.0001	0.006558169060283237
33850	-0.21	1.531633115338004	-0.2	894	0.969535	0.0001	0.006558169060283237
33860	-0.25	1.5771810295587503	-0.2	895	0.969526	0.0001	0.006558169060283237
33870	-0.25	1.5771810295587503	-0.2	895	0.969517	0.0001	0.006560983525382148
33880	-0.25	1.5771810295587503	-0.2	896	0.969508	0.0001	0.006563703616460165
33890	-0.25	1.5771810295587503	-0.2	896	0.969499	0.0001	0.006563703616460165
33900	-0.26	1.5723867208800766	-0.2	897	0.96949	0.0001	0.006567882166968452
33910	-0.26	1.5723867208800766	-0.2	897	0.969481	0.0001	0.006569294333457947
33920	-0.26	1.5723867208800766	-0.2	897	0.969472	0.0001	0.006569294333457947
33930	-0.26	1.5723867208800766	-0.2	897	0.969463	0.0001	0.006572045418951246
33940	-0.26	1.5723867208800766	-0.2	897	0.969454	0.0001	0.006572045418951246
33950	-0.26	1.5723867208800766	-0.2	897	0.969445	0.0001	0.006572045418951246
33960	-0.26	1.5723867208800766	-0.2	897	0.969436	0.0001	0.006574795246124267
33970	-0.26	1.5723867208800766	-0.2	897	0.969427	0.0001	0.006574795246124267
33980	-0.25	1.5771810295587503	-0.2	898	0.969418	0.0001	0.006577604545487298
33990	-0.25	1.5771810295587503	-0.2	898	0.969409	0.0001	0.006577604545487298
34000	-0.25	1.5771810295587503	-0.2	899	0.9694	0.0001	0.006577604545487298
34010	-0.25	1.5771810295587503	-0.2	899	0.969391	0.0001	0.006580930285983616
34020	-0.25	1.5771810295587503	-0.2	899	0.969382	0.0001	0.006583180824915568
34030	-0.25	1.5771810295587503	-0.2	899	0.969373	0.0001	0.006583180824915568
34040	-0.25	1.5771810295587503	-0.2	900	0.969364	0.0001	0.006585979792806837
34050	-0.25	1.5771810295587503	-0.2	900	0.969355	0.0001	0.006587378515137567
34060	-0.25	1.5771810295587503	-0.2	900	0.969346	0.0001	0.006588654584354824
34070	-0.25	1.5771810295587503	-0.2	900	0.969337	0.0001	0.006588654584354824
34080	-0.26	1.5723867208800768	-0.2	901	0.969328	0.0001	0.006594298481941223
34090	-0.26	1.5723867208800768	-0.2	901	0.969319	0.0001	0.006594298481941223
34100	-0.26	1.5723867208800768	-0.2	901	0.96931	0.0001	0.006597002016173469
34110	-0.22	1.5269577597301112	-0.2	902	0.969301	0.0001	0.006599859992663066
34120	-0.22	1.5269577597301112	-0.2	902	0.969292	0.0001	0.006599859992663066
34130	-0.22	1.5269577597301112	-0.2	902	0.969283	0.0001	0.006602568692631192
34140	-0.22	1.5269577597301112	-0.2	902	0.969274	0.0001	0.006602568692631192
34150	-0.14	1.3116401945655676	-0.14	903	0.969265	0.0001	0.006605406734678481
34160	-0.14	1.3116401945655676	-0.14	903	0.969256	0.0001	0.006608128282758924
34170	-0.14	1.3116401945655676	-0.14	903	0.969247	0.0001	0.006608689890967475
34180	-0.14	1.3116401945655676	-0.14	903	0.969238	0.0001	0.006610917250315348
34190	-0.14	1.3116401945655676	-0.14	903	0.969229	0.0001	0.006610917250315348
34200	-0.14	1.3116401945655676	-0.14	903	0.96922	0.0001	0.0066137208541234335
34210	-0.14	1.3116401945655676	-0.14	903	0.969211	0.0001	0.0066137208541234335
34220	-0.14	1.3116401945655676	-0.14	903	0.969202	0.0001	0.006616413725747002
34230	-0.13	1.3164725595317206	-0.13	904	0.969193	0.0001	0.006616413725747002
34240	-0.13	1.3164725595317206	-0.13	904	0.969184	0.0001	0.0066192791197035045
34250	-0.13	1.3164725595317206	-0.13	904	0.969175	0.0001	0.006621964242723253
34260	-0.13	1.3164725595317206	-0.13	904	0.969166	0.0001	0.006621964242723253
34270	-0.13	1.3164725595317206	-0.13	904	0.969157	0.0001	0.006624835663371616
34280	-0.12	1.3212115651930996	-0.12	905	0.969148	0.0001	0.006624835663371616
34290	-0.12	1.3212115651930996	-0.12	905	0.969139	0.0001	0.006627547144889831
34300	-0.12	1.3212115651930996	-0.12	905	0.96913	0.0001	0.006627547144889831
34310	-0.12	1.3212115651930996	-0.12	905	0.969121	0.0001	0.006630371279186672
34320	-0.13	1.3164725595317208	-0.12	906	0.969112	0.0001	0.006630371279186672
34330	-0.13	1.3164725595317208	-0.12	906	0.969103	0.0001	0.006633179386456808
34340	-0.13	1.3164725595317208	-0.12	906	0.969094	0.0001	0.006633179386456808
34350	-0.13	1.3164725595317208	-0.12	907	0.969085	0.0001	0.006636433535152012
34360	-0.13	1.3164725595317208	-0.12	907	0.969076	0.0001	0.006636433535152012
34370	-0.13	1.3164725595317208	-0.12	907	0.969067	0.0001	0.006638680431577894
34380	-0.13	1.3164725595317206	-0.12	908	0.969058	0.0001	0.006638680431577894
34390	-0.13	1.3164725595317206	-0.12	908	0.969049	0.0001	0.006638680431577894
34400	-0.13	1.3164725595317206	-0.12	908	0.96904	0.0001	0.00664153085814582
34410	-0.13	1.3164725595317206	-0.12	908	0.969031	0.0001	0.00664153085814582
34420	-0.13	1.3164725595317206	-0.12	909	0.969022	0.0001	0.006644297573301527
34430	-0.13	1.3164725595317206	-0.12	909	0.969013	0.0001	0.00664708760049608
34440	-0.13	1.3164725595317206	-0.12	909	0.969004	0.0001	0.00664708760049608
34450	-0.17	1.371531990148243	-0.12	910	0.968995	0.0001	0.0066498271624247235
34460	-0.17	1.371531990148243	-0.12	910	0.968986	0.0001	0.006652629110548231
34470	-0.17	1.371531990148243	-0.12	910	0.968977	0.0001	0.006652629110548231
34480	-0.18	1.3666016244685208	-0.12	911	0.968968	0.0001	0.0066553352276484175
34490	-0.18	1.3666016244685208	-0.12	911	0.968959	0.0001	0.0066553352276484175
34500	-0.18	1.3666016244685208	-0.12	911	0.96895	0.0001	0.006658136778407627
34510	-0.18	1.3666016244685208	-0.12	911	0.968941	0.0001	0.006658136778407627
34520	-0.22	1.4183088521193117	-0.12	912	0.968932	0.0001	0.006660956078105503
34530	-0.22	1.4183088521193117	-0.12	912	0.968923	0.0001	0.006660956078105503
34540	-0.22	1.4183088521193117	-0.12	912	0.968914	0.0001	0.006664172013600667
34550	-0.22	1.4183088521193117	-0.12	913	0.968905	0.0001	0.006664172013600667
34560	-0.22	1.4183088521193117	-0.12	913	0.968896	0.0001	0.006666400300131904
34570	-0.22	1.4183088521193117	-0.12	913	0.968887	0.0001	0.0066692134406831525
34580	-0.22	1.4183088521193117	-0.12	914	0.968878	0.0001	0.0066692134406831525
34590	-0.22	1.4183088521193117	-0.12	914	0.968869	0.0001	0.0066720112827089095
34600	-0.22	1.4183088521193117	-0.12	914	0.96886	0.0001	0.006676245133082072
34610	-0.22	1.4183088521193117	-0.12	914	0.968851	0.0001	0.006676245133082072
34620	-0.23	1.4131878855976652	-0.12	915	0.968842	0.0001	0.006677511201964484
34630	-0.23	1.4131878855976652	-0.12	915	0.968833	0.0001	0.006677511201964484
34640	-0.23	1.4131878855976652	-0.12	915	0.968824	0.0001	0.006680381562974718
34650	-0.23	1.4131878855976652	-0.12	916	0.968815	0.0001	0.006680381562974718
34660	-0.23	1.4131878855976652	-0.12	916	0.968806	0.0001	0.006683072249094645
34670	-0.23	1.4131878855976652	-0.12	916	0.968797	0.0001	0.006683072249094645
34680	-0.23	1.4131878855976652	-0.12	916	0.968788	0.0001	0.006683072249094645
34690	-0.28	1.4565713164826497	-0.12	917	0.9687790000000001	0.0001	0.006687315238846673
34700	-0.28	1.4565713164826497	-0.12	917	0.96877	0.0001	0.006687315238846673
34710	-0.28	1.4565713164826497	-0.12	917	0.968761	0.0001	0.006688716808954874
34720	-0.28	1.4565713164826497	-0.12	918	0.968752	0.0001	0.006691931287447612
34730	-0.28	1.4565713164826497	-0.12	918	0.968743	0.0001	0.006691931287447612
34740	-0.28	1.4565713164826497	-0.12	918	0.968734	0.0001	0.006694293485747444
34750	-0.28	1.4565713164826497	-0.12	918	0.968725	0.0001	0.006694316201739841
34760	-0.28	1.4565713164826497	-0.12	918	0.968716	0.0001	0.006694316201739841
34770	-0.28	1.4565713164826497	-0.12	918	0.968707	0.0001	0.006696956621276008
34780	-0.28	1.4565713164826497	-0.12	918	0.9686980000000001	0.0001	0.006698354946242439
34790	-0.28	1.4565713164826497	-0.12	918	0.968689	0.0001	0.006699776252110799
34800	-0.28	1.4565713164826497	-0.12	918	0.96868	0.0001	0.006699776252110799
34810	-0.28	1.4565713164826497	-0.12	918	0.968671	0.0001	0.006702575617366367
34820	-0.28	1.4565713164826497	-0.12	918	0.968662	0.0001	0.006702575617366367
34830	-0.28	1.4565713164826497	-0.12	918	0.968653	0.0001	0.006702575617366367
34840	-0.27	1.4687069142616576	-0.12	919	0.968644	0.0001	0.006705376108487447
34850	-0.27	1.4687069142616576	-0.12	919	0.968635	0.0001	0.006708080371220906
34860	-0.27	1.4687069142616576	-0.12	919	0.968626	0.0001	0.006708080371220906
34870	-0.3	1.4317821063276355	-0.12	920	0.968617	0.0001	0.006710916095309787
34880	-0.3	1.4317821063276355	-0.12	920	0.968608	0.0001	0.006710916095309787
34890	-0.3	1.4317821063276355	-0.12	920	0.968599	0.0001	0.006713730096817016
34900	-0.3	1.4317821063276355	-0.12	920	0.96859	0.0001	0.006715130673514472
34910	-0.3	1.4317821063276355	-0.12	920	0.968581	0.0001	0.006715130673514472
34920	-0.31	1.426148659852822	-0.12	921	0.968572	0.0001	0.006716398464308845
34930	-0.31	1.426148659852822	-0.12	921	0.968563	0.0001	0.006722007989883423
34940	-0.31	1.426148659852822	-0.12	921	0.968554	0.0001	0.006722007989883423
34950	-0.31	1.426148659852822	-0.12	922	0.968545	0.0001	0.006722007989883423
34960	-0.31	1.426148659852822	-0.12	922	0.968536	0.0001	0.006724753843413459
34970	-0.31	1.426148659852822	-0.12	922	0.968527	0.0001	0.006724753843413459
34980	-0.31	1.426148659852822	-0.12	922	0.968518	0.0001	0.006724753843413459
34990	-0.31	1.426148659852822	-0.12	922	0.968509	0.0001	0.006727634072303772
35000	-0.31	1.426148659852822	-0.12	922	0.9685	0.0001	0.006727634072303772
35010	-0.31	1.4261486598528221	-0.12	923	0.968491	0.0001	0.0067303625742594405
35020	-0.31	1.4261486598528221	-0.12	923	0.968482	0.0001	0.0067303625742594405
35030	-0.31	1.4261486598528221	-0.12	923	0.968473	0.0001	0.0067331456475787695
35040	-0.31	1.426148659852822	-0.12	924	0.968464	0.0001	0.0067331456475787695
35050	-0.31	1.426148659852822	-0.12	924	0.968455	0.0001	0.006735897925164965
35060	-0.31	1.426148659852822	-0.12	924	0.968446	0.0001	0.006735897925164965
35070	-0.32	1.4204224723651762	-0.12	925	0.968437	0.0001	0.006738674110836453
35080	-0.32	1.4204224723651762	-0.12	925	0.968428	0.0001	0.006738674110836453
35090	-0.32	1.4204224723651762	-0.12	925	0.968419	0.0001	0.006738674110836453
35100	-0.32	1.4204224723651762	-0.12	925	0.96841	0.0001	0.006741468509038289
35110	-0.32	1.4204224723651762	-0.12	925	0.968401	0.0001	0.006741468509038289
35120	-0.32	1.4204224723651762	-0.12	925	0.968392	0.0001	0.006744283106591966
35130	-0.31	1.4331433982682962	-0.12	926	0.968383	0.0001	0.006744283106591966
35140	-0.31	1.4331433982682962	-0.12	926	0.968374	0.0001	0.006744283106591966
35150	-0.31	1.4331433982682962	-0.12	926	0.968365	0.0001	0.00674755507045322
35160	-0.31	1.4331433982682962	-0.12	926	0.968356	0.0001	0.00674755507045322
35170	-0.31	1.4331433982682962	-0.12	926	0.968347	0.0001	0.006749794019593133
35180	-0.31	1.4331433982682962	-0.12	926	0.968338	0.0001	0.006749794019593133
35190	-0.31	1.4331433982682962	-0.12	926	0.968329	0.0001	0.006749794019593133
35200	-0.32	1.427445270404438	-0.12	927	0.96832	0.0001	0.006753919853104485
35210	-0.32	1.427445270404438	-0.12	927	0.968311	0.0001	0.006753919853104485
35220	-0.32	1.427445270404438	-0.12	927	0.968302	0.0001	0.006755333410369026
35230	-0.32	1.427445270404438	-0.12	927	0.968293	0.0001	0.006758150988154941
35240	-0.33	1.4216539663363936	-0.12	928	0.968284	0.0001	0.006758150988154941
35250	-0.33	1.4216539663363936	-0.12	928	0.968275	0.0001	0.006760868827501933
35260	-0.33	1.4216539663363936	-0.12	928	0.968266	0.0001	0.006760868827501933
35270	-0.33	1.4216539663363936	-0.12	928	0.968257	0.0001	0.006760868827501933
35280	-0.33	1.4216539663363936	-0.12	929	0.968248	0.0001	0.006763681769371033
35290	-0.33	1.4216539663363936	-0.12	929	0.968239	0.0001	0.0067665349774890474
35300	-0.33	1.4216539663363936	-0.12	929	0.96823	0.0001	0.0067665349774890474
35310	-0.34	1.4157683426323673	-0.12	930	0.968221	0.0001	0.0067665349774890474
35320	-0.34	1.4157683426323673	-0.12	930	0.968212	0.0001	0.0067692216899659895
35330	-0.34	1.4157683426323673	-0.12	930	0.968203	0.0001	0.0067692216899659895
35340	-0.34	1.4157683426323673	-0.12	930	0.968194	0.0001	0.0067692216899659895
35350	-0.34	1.4157683426323673	-0.12	931	0.968185	0.0001	0.006772023836771647
35360	-0.34	1.4157683426323673	-0.12	931	0.968176	0.0001	0.006775360835923089
35370	-0.34	1.4157683426323673	-0.12	931	0.968167	0.0001	0.006775360835923089
35380	-0.34	1.4157683426323673	-0.12	931	0.968158	0.0001	0.006777595281600952
35390	-0.34	1.4157683426323673	-0.12	932	0.968149	0.0001	0.006777595281600952
35400	-0.34	1.4157683426323673	-0.12	932	0.96814	0.0001	0.006780335572030809
35410	-0.34	1.4157683426323673	-0.12	932	0.968131	0.0001	0.006783060762617323
35420	-0.34	1.4157683426323673	-0.12	933	0.968122	0.0001	0.006783060762617323
35430	-0.34	1.4157683426323673	-0.12	933	0.968113	0.0001	0.006783060762617323
35440	-0.33	1.4216539663363936	-0.12	934	0.968104	0.0001	0.006785858737097846
